ID,country_satis,econ_sit,children_betteroff2,satisfied_democracy,financial20yr,diversity20yr,diversity20yr_fu,gender20yr,gender20yr_fu,religion20yr,religion20yr_fu,family20yr,family20yr_fu,fav_US,fav_China,fav_Russia,fav_India,fav_Pak,fav_Japan,partyfav_india_BJP,intthreat_chpower,INTTHREAT_USPOWER,intthreat_ruspower,intthreat_climatechange,intthreat_isis,intthreat_cyber,intthreat_NKorea,intthreat_econcondition,trade,trade_wages,trade_jobs,trade_prices,econ_power,respect_china,respect_us,US_WORLD_ROLE,world_role_China,world_role_russia,world_role_india,world_role_germany,world_role_UK,world_role_france,worldleader_USChina,describecountry_officials,describecountry_court,describecountry_corrupt,describecountry_walk,describecountry_election,describecountry_views,describecountry_sol,confid_trump,confid_xi,confid_putin,confid_merkel,confid_macron,confid_abe,confid_modi,USREL_BETTERWORSE,involved_US,interest_surveycountry,use_internet,own_cell_standalone,smartphone,social_net,cyberattack_infrastructure,cyberattack_elections,cyberattack_natsec,preparedcyberattack,prob_leaving,immig_moreless,planmove,whymove_jobs,whymove_violence,whymove_educ,whymove_family,prob_crime,prob_employ_opp,prob_rich_poor,prob_corrupt_biz,prob_terror,prob_rise_prices,prob_corrupt_officials,prob_air_pollution,prob_communal_relations,prob_schools,prob_healthcare,prob_Kashmir,fiveyears_prob_job,fiveyears_prob_terror,fiveyears_prob_corrupt,fiveyears_prob_richpoor,fiveyears_prob_comrel,fiveyears_prob_air,fiveyears_prob_prices,fiveyears_prob_Kashmir,Kashmir_military,fiveyears_rel_China,fiveyears_rel_Russia,fiveyears_rel_Pak,fiveyears_rel_US,indiaus_ties_mil,indiaus_ties_econ,threat_let,threat_pak,threat_china,sex,age,d_relig_india_A,d_relig2_india_A,evil_spirits,relbehavior_marking,relbehavior_symbols,relbehavior_altar,relbehavior_food,sexselect_abortion,relparticipate_sing,relparticipate_story,relparticipate_prayer,religion_import,d_educ_india,d_income_india,d_hhpeople,d_adult_us,d_ptyid_proximity_india,d_homephone_us,d_hhcell
1011,2,4,2,4,2,2,1,3,1,3,2,2,2,8,8,3,2,4,8,4,1,1,3,2,2,1,1,3,1,2,2,1,1,2,1,2,1,2,1,2,1,3,1,4,4,1,2,3,4,1,3,8,8,1,3,8,2,1,3,8,1,1,1,1,3,3,1,2,2,2,2,2,2,1,1,1,1,2,2,1,1,2,1,1,3,1,1,4,4,4,2,4,3,2,4,1,4,2,4,1,1,1,3,1,1,1,24,1,13,2,2,2,2,2,2,2,2,2,2,6,6,4,4,24,1,NA
1012,2,1,1,1,2,3,2,2,2,3,2,2,2,2,4,2,1,3,2,2,2,1,8,2,1,1,1,8,1,1,2,1,2,2,1,2,3,1,1,1,1,8,2,4,4,4,2,1,3,4,1,4,8,2,8,1,2,3,1,2,2,1,2,2,1,1,1,1,1,4,2,1,1,1,2,1,2,3,2,1,1,1,1,4,4,2,1,4,4,4,2,2,3,3,4,1,4,2,4,1,2,2,1,1,2,2,50,1,13,2,2,2,2,2,2,2,2,2,2,4,5,2,2,6,2,NA
1013,2,2,1,3,1,3,2,3,2,2,2,2,2,1,3,1,1,3,1,1,2,1,2,1,1,8,3,3,2,3,2,1,3,8,8,3,1,2,2,1,1,8,2,2,2,3,1,4,1,4,1,2,1,1,8,1,2,1,2,2,1,1,1,1,1,2,1,8,2,2,2,1,2,1,4,1,1,3,3,2,1,1,1,1,2,1,1,4,4,4,2,3,3,2,4,1,3,2,4,2,2,1,2,1,2,1,18,2,13,2,1,1,2,1,2,2,2,2,2,5,6,4,3,10,2,NA
1014,1,4,3,4,3,3,2,2,2,2,2,2,2,1,4,8,1,4,2,4,1,8,2,8,1,1,8,1,2,1,1,1,8,1,8,2,1,2,1,2,1,8,2,4,1,8,4,4,4,8,4,4,3,2,8,4,4,3,1,8,1,1,1,1,1,4,8,3,1,4,2,1,2,1,4,1,1,3,4,1,1,1,1,2,1,1,1,4,4,4,2,3,4,3,4,1,4,2,4,1,4,3,1,1,2,1,30,2,13,2,2,1,8,1,2,2,2,2,1,5,5,5,2,9,2,NA
1015,2,2,1,4,1,2,2,2,2,1,1,2,2,1,3,3,2,4,2,4,1,3,2,2,1,1,1,2,2,1,2,1,3,1,2,2,1,1,2,1,2,1,2,4,4,4,4,2,3,2,4,4,1,2,3,1,4,1,2,2,1,1,1,1,1,1,2,4,1,4,2,1,2,2,1,2,1,3,8,1,1,1,1,3,2,3,1,4,4,4,2,4,2,1,4,1,3,3,4,1,1,1,1,1,1,1,23,2,13,2,2,2,2,1,2,2,2,2,1,6,5,8,7,24,2,NA
1016,1,1,1,2,1,1,2,1,1,1,1,1,1,8,8,8,1,4,8,1,8,8,8,8,1,8,8,8,1,1,1,1,8,8,8,8,2,8,1,8,8,8,1,2,4,3,2,2,1,1,2,8,2,8,8,8,1,1,1,8,2,1,2,2,8,8,8,8,1,8,2,1,2,2,2,1,1,1,1,1,1,1,4,2,1,2,1,2,2,4,2,2,8,2,5,1,4,2,4,1,1,1,1,1,1,2,58,1,13,2,1,1,1,1,2,1,1,1,1,2,3,12,4,14,2,NA
1017,1,2,1,3,1,1,1,1,1,2,2,2,2,8,8,2,1,4,8,1,1,8,3,1,1,1,1,8,1,1,1,1,8,1,1,8,2,1,1,2,8,2,1,3,3,2,1,1,2,1,2,4,2,8,8,8,1,1,1,2,1,1,1,1,2,3,4,2,1,2,2,1,4,1,1,3,1,1,1,1,1,1,3,1,1,1,1,3,4,4,2,1,2,4,5,1,4,2,4,2,1,1,1,1,2,2,22,1,13,2,2,2,1,1,2,1,1,1,1,10,98,6,5,6,2,NA
1018,1,1,1,1,1,2,1,1,1,1,1,2,2,8,4,3,1,4,4,1,1,8,1,1,1,8,1,1,2,1,1,2,8,8,8,8,8,8,1,8,8,8,8,3,4,1,2,2,4,2,8,8,8,8,8,8,1,1,1,8,2,1,2,2,8,8,8,8,3,1,2,1,3,1,2,1,2,1,1,1,1,1,2,3,1,2,1,3,1,4,4,3,8,4,3,8,8,8,4,1,8,8,1,1,1,2,50,1,13,2,2,1,1,1,2,1,1,1,1,4,98,2,2,6,2,NA
1019,8,4,2,2,2,2,1,1,1,2,2,1,1,2,1,3,1,4,2,1,3,1,1,2,1,1,1,2,1,1,1,2,2,8,1,1,2,3,1,1,1,3,1,4,4,4,4,4,2,4,1,4,4,1,8,2,1,1,1,1,2,2,NA,2,1,1,1,1,1,4,2,2,1,1,1,1,1,3,2,1,1,1,1,2,1,3,1,3,4,4,4,2,3,2,4,1,4,2,4,1,4,4,2,1,1,2,47,1,13,2,2,2,2,2,3,2,2,2,1,2,5,2,2,6,2,1
1020,1,1,1,1,1,3,2,3,2,3,1,1,1,1,4,2,1,4,8,4,2,1,1,8,1,1,3,8,1,2,1,1,1,1,1,1,3,2,3,3,1,8,1,4,3,2,4,4,4,4,2,2,4,8,8,8,1,3,2,8,2,2,NA,2,1,3,2,1,2,1,2,1,4,2,1,1,1,3,2,1,1,2,2,1,2,2,1,4,4,3,4,4,4,2,4,1,4,2,3,2,2,1,2,1,1,2,50,1,13,1,2,2,2,2,2,2,2,2,1,2,4,3,1,8,2,1
1021,2,4,1,4,1,2,2,3,2,1,2,3,2,2,4,1,1,3,1,2,1,2,1,1,1,8,8,1,1,1,1,1,3,1,2,2,3,3,1,1,1,3,1,2,4,4,4,3,2,4,1,3,3,1,3,2,1,1,1,2,2,1,2,2,4,4,2,1,2,4,2,2,2,2,1,1,1,8,1,1,1,2,1,1,4,1,1,4,4,3,2,4,4,3,4,1,4,2,3,1,2,2,2,1,1,1,35,1,13,1,2,2,1,1,2,2,2,2,1,3,5,4,4,9,1,NA
1022,1,1,1,2,1,2,2,2,2,1,1,1,2,1,8,1,1,8,2,4,2,1,1,8,1,8,8,1,1,1,2,1,8,8,8,2,3,3,1,2,2,8,1,4,4,3,4,3,1,3,8,8,1,8,8,4,2,2,1,3,1,1,2,2,1,2,3,1,2,2,2,1,3,1,1,1,1,2,2,1,1,2,1,1,4,3,2,3,4,4,4,4,4,2,2,3,4,2,4,1,2,3,2,1,2,1,40,2,13,2,2,1,2,2,3,2,2,2,1,3,6,4,2,8,2,NA
1023,1,1,1,2,1,2,2,1,1,8,NA,3,2,2,4,8,1,4,8,4,8,2,8,1,8,1,8,8,2,1,1,1,3,8,8,3,2,2,3,3,1,8,1,4,4,4,2,4,4,1,2,4,8,8,8,2,4,1,3,8,2,1,2,2,1,3,2,4,1,2,2,2,2,2,3,2,1,3,2,1,1,1,1,2,4,1,1,4,4,4,3,2,3,1,4,1,2,1,4,1,2,1,1,1,1,1,36,2,13,2,2,1,2,1,3,2,2,2,1,4,6,4,2,24,2,NA
1024,2,4,2,4,1,3,2,1,1,2,2,1,1,8,4,8,1,4,8,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,8,8,1,4,4,1,1,2,3,1,1,4,8,8,8,8,4,1,1,1,2,1,1,2,1,1,8,1,1,3,2,1,4,1,4,1,1,4,2,1,1,1,1,1,2,1,1,4,4,4,1,1,4,4,4,1,4,8,4,1,4,1,1,1,1,1,60,1,13,1,2,1,1,2,2,1,1,1,1,3,5,3,3,9,2,NA
1025,1,3,8,8,8,8,NA,8,NA,8,NA,8,NA,8,8,8,1,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,4,8,8,1,1,2,1,8,8,8,8,8,8,4,8,8,8,2,1,2,2,8,8,8,8,1,3,2,1,8,1,1,1,1,1,8,1,1,8,2,4,3,1,8,2,3,8,8,1,4,2,8,8,8,8,8,8,8,8,8,8,8,2,30,1,13,2,2,2,1,2,2,2,2,2,1,1,6,5,2,20,2,NA
1026,1,8,1,1,8,8,NA,8,NA,8,NA,8,NA,1,8,8,1,8,8,1,8,8,8,8,8,8,8,8,8,1,1,8,8,8,8,8,8,8,8,8,8,8,8,4,4,8,2,8,1,1,8,8,8,8,8,8,4,8,8,8,2,1,1,2,8,8,8,1,2,4,2,1,2,1,2,1,1,4,8,1,1,8,8,4,4,8,8,8,4,2,2,1,8,4,5,8,8,8,8,8,8,8,8,8,8,2,34,1,13,2,2,2,1,1,2,2,2,2,1,3,4,5,2,20,2,NA
1027,1,4,8,4,3,3,2,8,NA,8,NA,8,NA,8,8,8,1,4,8,4,1,8,8,8,8,8,1,8,8,3,8,8,5,8,8,8,8,8,2,8,8,8,1,2,8,8,2,8,8,8,8,8,8,8,8,8,4,8,8,8,2,1,2,2,8,8,8,8,8,8,2,4,8,8,8,1,1,8,8,1,1,8,8,8,1,8,1,4,4,5,8,5,8,4,5,8,8,8,8,8,8,8,8,1,8,2,36,1,13,2,2,2,1,2,2,2,2,2,1,1,6,4,3,9,2,NA
1028,2,3,8,4,1,2,1,1,1,3,2,1,1,2,4,3,1,4,2,2,1,2,2,1,1,1,1,2,2,1,1,1,1,2,1,3,8,3,1,1,1,3,1,3,4,1,2,1,2,2,1,4,8,1,8,1,1,1,3,2,2,1,2,2,2,2,2,3,1,4,2,2,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,4,5,4,4,2,4,4,4,1,4,2,4,2,2,1,1,1,1,2,38,1,13,2,2,2,1,1,2,1,2,2,1,6,7,4,2,20,2,NA
1029,2,4,2,4,3,3,2,3,8,1,1,2,2,4,4,8,2,4,8,4,1,1,3,8,1,1,8,1,2,2,1,3,1,1,1,1,8,8,3,8,8,8,1,4,2,1,2,1,1,1,4,8,8,8,8,8,4,3,3,4,2,1,2,2,2,2,8,1,4,3,2,1,4,1,2,1,3,1,1,1,1,1,1,1,1,1,1,5,4,4,5,5,4,4,5,1,4,1,4,5,8,1,1,1,1,1,60,1,13,1,2,2,1,1,2,2,2,1,2,5,8,4,4,9,2,NA
1030,1,8,1,8,8,8,NA,8,NA,8,NA,8,NA,8,8,8,1,8,8,1,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2,8,8,8,8,8,8,1,8,8,8,2,1,2,2,8,8,8,8,8,8,2,1,8,1,8,1,8,8,8,1,1,8,8,8,4,8,8,8,8,8,8,8,8,4,8,8,8,8,8,8,8,8,8,8,8,2,27,1,13,2,2,2,1,1,2,2,2,1,1,4,8,5,2,6,2,NA
1031,2,3,1,3,1,3,3,1,1,2,3,2,2,2,2,2,1,4,2,2,2,2,3,8,2,2,8,8,2,1,3,1,2,1,1,1,1,3,1,1,1,2,1,8,1,1,4,1,2,8,2,8,2,8,8,8,1,2,3,2,2,1,2,2,2,8,2,1,1,3,2,1,4,1,1,1,2,2,1,1,1,1,1,3,4,1,1,2,4,4,5,5,2,4,4,1,2,1,4,1,2,1,1,2,2,1,66,1,13,2,2,2,1,2,2,2,1,2,1,6,6,3,3,6,2,NA
1032,8,3,8,1,1,8,NA,1,1,8,NA,2,2,1,2,2,1,4,1,1,1,3,1,8,1,8,8,1,1,8,3,1,8,8,8,1,8,8,1,8,8,8,8,1,1,4,8,4,1,1,1,8,2,8,8,1,1,1,1,1,2,1,2,2,8,8,8,1,1,3,2,1,4,4,1,1,1,1,1,1,1,8,1,8,8,1,1,4,5,4,4,8,4,4,4,1,8,2,4,1,1,1,8,1,1,2,62,1,13,2,2,2,2,1,2,2,2,2,4,9,99,1,NA,6,2,NA
1033,1,2,1,1,8,8,NA,8,NA,8,NA,3,8,8,8,8,1,8,8,8,8,8,8,8,8,8,8,8,2,1,8,8,8,8,8,8,8,8,1,8,8,8,8,8,1,1,8,1,1,1,8,8,8,8,8,8,1,8,8,8,2,1,2,1,8,8,8,8,1,3,2,8,4,1,4,1,1,8,1,1,1,1,1,8,2,1,1,1,4,8,1,8,4,8,4,8,8,8,8,8,4,1,8,1,2,1,63,1,13,2,2,2,1,1,2,2,2,2,1,5,9,4,4,6,2,NA
1034,2,1,1,4,8,8,NA,1,1,8,NA,2,2,2,2,8,1,4,1,2,8,2,2,8,1,8,8,1,1,1,1,3,4,8,8,8,8,8,1,8,8,8,2,4,8,2,8,1,1,2,4,8,8,8,8,8,4,3,3,8,2,1,1,1,8,2,8,1,1,3,2,1,4,1,1,1,1,1,1,1,1,1,1,1,4,4,1,4,4,4,5,5,4,4,5,1,5,8,8,1,8,8,1,1,1,2,39,3,13,2,2,2,2,2,2,2,2,2,1,9,10,6,3,9,2,NA
1035,2,3,1,1,8,3,2,2,1,1,1,2,2,2,8,8,1,4,8,4,8,2,8,1,2,8,8,8,2,1,3,1,1,8,1,3,8,8,3,8,8,8,1,2,8,1,1,8,2,2,8,8,8,8,8,8,4,2,1,4,2,1,2,2,8,8,8,8,4,3,2,1,4,1,2,1,1,4,1,1,2,1,1,4,4,1,1,3,4,4,4,1,5,4,5,8,2,2,5,1,1,1,8,1,1,2,50,3,13,2,1,2,1,2,2,2,2,1,1,4,7,4,3,9,2,NA
1036,1,2,2,1,3,1,1,1,1,1,1,2,2,2,4,8,1,4,8,1,8,8,8,8,8,8,8,8,1,8,1,8,1,8,8,8,8,8,1,8,8,8,1,8,2,8,4,8,2,1,8,8,8,8,8,8,2,8,8,8,2,2,NA,2,8,8,8,8,8,2,2,2,4,1,2,2,4,8,8,8,1,8,1,8,4,1,8,2,2,2,8,8,4,4,8,8,8,8,8,8,4,8,8,1,8,2,49,3,13,2,1,2,1,1,2,2,2,1,1,6,7,3,3,99,2,1
1037,2,4,2,4,1,3,2,2,2,3,3,2,2,1,3,1,1,4,1,4,2,3,3,1,1,1,8,3,1,3,3,3,1,2,1,2,8,8,8,8,3,2,1,4,4,1,4,1,4,3,8,8,8,8,8,8,4,2,2,3,2,1,1,2,8,8,8,2,4,3,2,1,4,1,2,1,1,1,1,1,1,1,1,3,3,3,2,5,4,4,5,2,4,3,5,8,8,8,4,8,1,1,8,1,1,1,65,3,13,2,2,2,1,1,2,2,2,2,1,6,7,2,2,9,2,NA
1038,1,1,1,1,1,1,1,1,1,8,NA,1,1,1,2,2,1,4,2,1,2,3,3,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,8,1,2,2,2,2,2,1,2,1,2,8,8,9,2,1,1,1,8,1,1,1,1,2,2,2,2,4,3,2,2,4,2,3,2,4,4,2,2,2,2,1,4,4,4,3,1,5,2,5,5,4,5,2,1,2,2,2,1,1,1,1,1,3,1,44,1,13,2,2,2,1,1,2,2,2,2,1,7,8,2,2,6,2,NA
1039,1,2,1,2,1,2,2,1,1,1,1,2,2,1,2,8,1,4,1,1,2,1,8,8,1,1,1,2,1,1,1,1,1,8,8,1,8,8,1,8,8,8,2,2,2,1,3,2,1,1,2,2,2,2,2,2,1,1,8,2,1,1,1,1,1,1,1,2,2,3,2,2,4,1,2,1,1,1,1,1,1,1,1,3,1,1,1,2,2,2,2,5,2,4,5,1,5,2,5,2,2,2,1,1,3,1,40,1,13,2,2,2,1,1,2,2,2,1,1,4,9,4,2,6,2,NA
1040,1,2,1,1,1,1,1,2,1,3,1,1,1,2,3,2,1,3,1,2,2,3,3,1,1,1,2,8,2,1,1,2,1,2,1,1,1,1,1,1,1,1,1,2,1,2,3,2,1,1,2,4,2,8,8,2,1,1,1,1,2,1,2,2,1,3,2,2,4,3,2,1,4,1,2,1,1,4,3,1,1,1,1,2,3,2,1,3,3,2,3,2,4,3,3,1,2,1,3,1,2,2,1,1,1,1,29,1,13,2,2,2,2,1,2,1,1,2,3,6,4,4,4,6,2,NA
1041,1,2,1,1,1,3,2,1,1,3,1,1,1,1,3,1,1,3,2,2,8,8,8,1,9,9,9,9,2,1,1,1,9,9,9,9,9,9,1,8,9,9,1,3,2,4,3,2,1,1,8,8,8,8,8,8,2,1,1,1,2,1,2,2,8,4,8,8,2,2,2,1,2,2,4,2,1,2,1,2,1,2,1,2,2,1,1,3,4,4,5,2,3,3,3,1,2,1,3,1,8,2,1,1,8,1,42,1,13,2,2,2,1,2,2,1,1,1,1,3,1,5,3,6,2,NA
1042,1,2,1,1,1,1,1,1,1,3,1,1,1,8,3,1,1,3,2,1,2,9,3,1,8,3,8,8,1,1,1,3,8,8,9,8,8,8,8,8,9,8,8,2,1,3,3,1,1,1,8,8,8,8,8,8,1,1,8,8,2,1,2,2,8,4,8,8,2,3,2,2,4,2,4,1,1,4,2,1,2,3,1,4,2,1,8,2,2,2,2,2,1,3,2,8,8,8,8,8,8,8,2,2,2,2,31,1,13,2,2,2,1,1,2,2,2,2,2,4,4,3,2,6,2,NA
1043,1,2,1,1,1,1,1,1,1,1,1,1,1,8,8,8,2,8,8,1,8,8,8,8,8,8,8,8,8,9,9,9,8,9,9,9,8,8,8,8,8,8,9,2,8,2,8,2,8,2,8,8,8,8,8,8,1,8,8,8,2,1,2,2,8,8,8,8,1,8,2,1,8,1,8,8,2,8,2,9,3,8,8,8,8,8,8,2,8,4,8,8,8,4,8,8,9,9,9,9,9,9,9,9,9,1,85,1,13,2,2,2,2,2,2,1,1,1,1,3,4,4,3,6,2,NA
1044,1,1,1,1,1,1,1,2,1,1,1,1,1,8,3,8,2,8,8,1,8,3,3,1,2,8,8,1,2,1,1,1,8,8,8,8,8,8,1,8,8,8,8,2,8,2,3,3,8,2,9,9,9,9,9,9,1,3,8,8,1,1,1,1,8,8,8,8,4,2,2,1,8,1,8,2,1,4,2,1,3,2,1,3,2,2,1,3,3,2,2,2,4,3,3,1,8,8,8,8,9,8,8,2,1,1,22,1,13,2,2,2,2,1,2,1,2,2,2,5,5,5,3,6,2,NA
1045,1,2,1,1,1,1,1,2,1,1,1,1,1,8,8,8,2,8,8,1,9,8,9,9,9,9,9,9,8,8,8,8,8,8,9,9,8,9,2,8,8,8,8,4,1,4,8,2,8,8,9,9,8,9,9,9,1,8,8,8,2,1,2,2,4,8,8,9,8,8,2,8,8,8,8,8,1,8,8,8,3,2,8,9,3,3,8,4,9,4,9,8,3,4,8,8,9,9,9,8,9,9,8,8,8,2,70,1,13,2,2,8,2,2,2,1,1,2,2,3,3,7,4,6,2,NA
1046,1,2,1,2,1,1,1,1,1,1,1,1,1,8,8,8,1,9,8,1,8,8,8,8,8,8,8,8,1,1,1,2,6,8,8,8,8,9,1,8,9,8,8,8,8,4,3,4,2,8,8,9,9,8,8,8,1,8,8,8,2,1,2,2,8,2,8,8,8,8,2,1,4,4,8,2,1,4,2,1,1,4,1,8,2,2,2,4,8,2,2,2,4,2,8,8,8,8,8,8,8,8,8,8,8,2,35,1,13,2,2,2,2,1,2,1,1,1,1,3,2,4,4,6,2,NA
1047,1,1,1,1,1,1,1,1,1,1,1,1,1,8,8,8,1,8,8,1,9,9,9,1,9,9,9,8,8,8,8,8,6,8,8,8,9,9,8,9,8,8,8,4,1,4,2,4,2,2,9,8,8,8,8,9,1,8,8,8,2,2,NA,2,8,8,8,8,3,3,2,1,8,8,8,2,1,3,2,8,1,2,2,2,2,2,8,3,4,2,2,2,4,3,2,8,8,8,8,8,8,8,9,9,9,2,35,1,13,2,2,2,2,1,2,2,2,2,2,3,2,5,2,5,2,2
1048,1,1,1,1,1,1,1,1,1,1,1,1,1,8,9,8,1,8,8,1,8,8,8,1,8,8,9,8,8,8,8,8,8,8,8,8,9,8,9,9,8,9,8,2,1,8,1,2,2,2,8,8,9,8,9,8,1,9,8,8,2,1,2,2,8,8,9,8,4,3,2,2,8,8,8,2,1,8,1,1,2,1,1,4,1,2,8,2,8,2,4,2,1,3,8,8,8,8,8,8,8,9,8,8,8,2,35,1,13,2,2,2,1,1,2,1,1,2,1,4,4,6,4,6,2,NA
1049,1,2,1,1,1,1,1,1,1,3,1,1,1,8,8,9,2,8,8,1,8,8,8,2,8,9,9,8,1,1,1,1,6,8,8,8,8,8,8,8,8,8,8,4,1,3,2,4,1,1,8,8,8,8,8,8,1,8,8,8,2,1,2,2,8,8,8,8,8,8,2,1,8,2,8,2,1,4,2,2,2,2,1,2,4,2,8,2,4,2,5,2,4,2,2,8,8,8,8,9,8,8,8,8,8,1,54,1,13,2,2,2,1,1,2,2,1,1,1,5,7,4,4,6,2,NA
1050,1,2,1,2,1,2,2,1,1,1,1,2,2,8,8,2,1,4,8,1,1,1,1,1,1,8,8,8,2,1,3,2,8,8,8,8,8,8,1,8,8,8,8,3,2,2,2,3,1,3,8,8,8,8,8,8,1,1,3,2,2,2,NA,2,8,8,8,8,1,1,2,2,4,1,2,1,2,1,1,1,1,1,3,1,1,1,1,2,4,4,3,2,4,4,2,1,8,8,4,1,8,8,1,1,1,2,65,1,13,2,2,1,1,1,2,1,1,1,1,5,99,4,2,6,2,1
1051,1,1,1,1,1,1,2,1,1,3,1,2,2,1,4,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,4,2,2,4,3,1,2,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,4,1,2,1,1,3,1,1,3,2,1,1,1,1,1,2,3,4,4,1,2,2,4,1,2,1,4,1,1,1,1,1,2,1,62,1,13,2,2,1,1,1,4,1,1,1,1,10,99,6,6,6,2,NA
1052,2,4,1,3,1,2,1,1,1,1,2,2,2,8,8,8,2,8,4,4,8,8,8,8,8,8,8,8,1,1,1,1,8,8,8,8,8,8,8,8,8,8,8,4,4,1,1,1,4,4,8,8,8,8,8,8,3,8,8,8,2,1,2,2,8,8,8,8,8,8,2,2,4,1,3,2,2,2,1,2,1,2,1,1,2,1,1,5,4,3,5,3,4,4,5,8,8,8,8,8,8,8,8,3,3,2,37,3,13,2,2,2,2,2,2,1,2,1,1,4,9,5,3,27,1,NA
1053,2,4,9,3,1,1,2,1,1,1,2,2,2,8,8,8,1,3,8,3,8,8,8,8,8,8,8,8,1,1,1,1,8,8,8,8,8,8,8,8,8,8,8,4,4,1,2,1,3,4,8,8,8,8,8,8,4,8,8,8,1,1,1,1,8,8,8,8,9,2,2,1,4,2,3,1,3,2,1,2,1,2,2,1,1,2,1,1,2,1,3,2,2,1,3,9,8,8,3,8,8,8,8,3,8,2,41,1,13,2,2,2,2,2,2,2,2,2,2,4,9,5,3,27,1,NA
1054,1,1,2,2,1,2,1,1,1,2,1,2,2,2,2,2,1,4,4,4,3,3,3,1,3,2,3,3,1,1,1,1,1,1,1,2,1,2,1,8,2,8,3,4,3,1,3,2,2,3,2,9,8,8,9,8,3,1,8,2,1,1,1,1,4,2,3,3,1,3,9,2,3,1,2,2,3,1,1,1,2,2,2,1,1,2,1,4,5,4,3,4,3,4,4,2,3,2,4,2,2,2,2,2,3,1,43,3,13,2,2,2,2,2,2,1,2,1,1,9,10,5,4,27,1,NA
1055,2,3,1,3,1,1,2,1,1,1,2,2,2,2,9,2,2,4,2,4,3,8,8,8,3,9,3,8,1,1,1,1,1,8,8,8,8,8,8,8,8,8,8,2,8,1,1,1,4,4,1,8,2,8,8,8,4,9,8,8,1,1,1,1,8,8,5,2,2,3,2,1,4,1,2,2,1,4,1,3,1,1,3,3,1,2,2,2,3,1,4,2,2,4,3,3,3,2,4,2,1,3,2,3,3,2,26,1,13,2,2,2,2,2,2,2,2,2,1,10,10,6,5,27,1,NA
1056,2,4,1,4,1,1,2,1,1,1,2,2,2,2,3,2,1,4,3,2,1,2,3,2,2,1,2,2,1,1,1,1,1,8,8,2,2,1,2,3,8,8,1,4,4,1,2,1,1,4,2,8,2,8,8,8,3,1,2,8,1,1,1,1,3,4,4,2,3,3,2,1,2,2,3,1,1,2,1,3,1,1,3,1,1,1,1,4,4,4,3,3,4,3,4,2,3,2,4,2,1,1,1,3,3,1,42,1,13,2,2,2,2,2,2,2,2,2,1,10,9,4,2,27,1,NA
1057,2,4,2,4,2,1,2,1,1,1,2,2,2,3,4,2,2,4,1,4,3,2,3,2,2,2,3,3,1,1,1,1,1,8,8,1,1,3,2,3,2,8,1,4,4,2,2,1,4,4,2,8,2,8,8,8,4,1,2,2,1,1,1,1,5,2,2,2,2,3,2,1,8,2,2,1,2,2,1,3,1,3,1,1,2,2,1,4,4,4,3,4,4,3,4,1,4,2,3,2,2,1,1,2,3,1,42,1,13,2,2,2,2,2,2,2,2,2,4,7,8,2,2,26,1,NA
1058,2,3,1,4,1,3,1,1,1,2,1,2,2,8,8,8,2,8,8,4,8,8,8,2,8,8,8,8,2,1,1,1,8,8,8,8,9,9,9,9,9,9,8,4,3,4,3,2,9,2,8,9,8,8,8,8,3,8,8,8,2,2,NA,2,8,8,8,8,4,8,2,2,3,3,3,2,2,3,2,2,2,1,2,2,2,2,8,5,4,4,5,2,5,8,4,8,8,8,8,8,8,8,8,8,8,1,89,3,13,2,2,1,1,1,2,2,2,2,2,2,8,5,4,27,1,2
1059,1,2,1,9,8,1,2,1,1,1,2,2,2,8,8,8,1,3,8,2,8,8,8,8,8,8,8,8,1,1,1,1,8,8,8,8,8,8,8,8,8,8,8,3,4,1,2,1,4,3,8,8,8,8,8,8,2,8,8,8,2,1,1,2,8,8,8,8,8,2,2,2,4,2,2,1,1,3,2,1,3,1,2,3,2,3,1,4,5,3,3,3,3,4,4,8,8,8,8,8,8,8,8,1,2,1,45,1,13,2,2,2,2,2,3,2,2,2,1,5,7,1,NA,27,1,NA
1060,2,8,1,3,1,1,2,1,1,1,2,3,2,8,8,8,3,4,2,4,8,8,8,8,8,8,8,8,2,3,9,3,8,9,8,8,8,8,8,8,8,8,8,4,8,2,3,2,4,4,8,8,8,8,8,8,3,8,8,8,2,1,2,2,8,8,8,8,2,8,2,1,9,1,3,1,1,3,2,2,3,2,1,3,1,2,2,3,5,5,3,4,4,4,3,2,3,8,4,2,8,8,9,3,3,2,40,1,13,2,2,2,2,2,2,1,2,2,2,9,10,4,2,27,1,NA
